2.529898049338459032e+02,2.530099374682115752e+02,2.530503468504430771e+02,2.531113302586134637e+02,2.531933819918210133e+02,2.532971944491234240e+02,2.534237318280574414e+02,2.535743358847671800e+02,2.537508631331234881e+02,2.539560607806730275e+02,2.541942884285784032e+02,2.632384578140629969e+02,2.639131945800223775e+02,2.721649617719595540e+02,2.732742122527666879e+02,2.744154061934971764e+02,2.755723791605241786e+02,2.767336902323481240e+02,2.778907067278072986e+02,2.790366221129538076e+02,2.801658899869062225e+02,2.812738726459527356e+02,2.823566111910490690e+02,2.834106691823417350e+02,2.844330230492675469e+02,2.854209833905879350e+02,2.863721373249177873e+02,2.872843055582859506e+02,2.881555099647538896e+02,2.889839488163803480e+02,2.897679776680308805e+02,2.905060944809098373e+02,2.911969279622512659e+02,2.918392283717273017e+02,2.924318602380344601e+02,2.929737965675514602e+02,2.934641142277644690e+02,2.939019902625703935e+02,2.942866989522176482e+02,2.946176094728097041e+02,2.948941840426545014e+02,2.951159764679367754e+02,2.952826310201087949e+02,2.953938815934384365e+02,2.954495511043642182e+02,2.954495511054860799e+02,2.953938815968025438e+02,2.952826310257110549e+02,2.951159764757703670e+02,2.948941840527099885e+02,2.946176094850747518e+02,2.942866989666773065e+02,2.939019902792070411e+02,2.934641142465578696e+02,2.929737965884786490e+02,2.924318602610700282e+02,2.918392283968431684e+02,2.911969279894167926e+02,2.905060945100919412e+02,2.897679776991940344e+02,2.889839488494865236e+02,2.881555099997627849e+02,2.872843055951549331e+02,2.863721373636018939e+02,2.854209834310400424e+02,2.844330230914383719e+02,2.834106692261799481e+02,2.823566112365012373e+02,2.812738726929634936e+02,2.801658900354182151e+02,2.790366221629080883e+02,2.778907067791428744e+02,2.767336902850024671e+02,2.755723792144331696e+02,2.744154062485951044e+02,2.732742123089864208e+02,2.646710916889291525e+02,2.639131946220014129e+02,2.632384578566995970e+02,2.626898021523982720e+02,2.622228759630567083e+02,2.618206885743591670e+02,2.614746951680264715e+02,2.534237318510837724e+02,2.532971944723212516e+02,2.531933820151620580e+02,2.531113302820693320e+02,2.530503468739851769e+02,2.530099374918112005e+02,2.529898049574743197e+02
2.529956343284975162e+02,2.530157671599330627e+02,2.530561771384337248e+02,2.531171614464576862e+02,2.531992143903968895e+02,2.533030283795259834e+02,2.534295676256090246e+02,2.535801739045887189e+02,2.537567037577301505e+02,2.539619044331169562e+02,2.542001355962406990e+02,2.632444171075284771e+02,2.639191630254940719e+02,2.721711066249994246e+02,2.732803748183812331e+02,2.744215869817614362e+02,2.755785784233985396e+02,2.767399080391036819e+02,2.778969430098680391e+02,2.790428766930565416e+02,2.801721625992225313e+02,2.812801629505991627e+02,2.823629187849260802e+02,2.834169936074766838e+02,2.844393637994070900e+02,2.854273399165343790e+02,2.863785090389443440e+02,2.872906918378666887e+02,2.881619101557760700e+02,2.889903622359611859e+02,2.897744036070290576e+02,2.905125322061991824e+02,2.912033767188088973e+02,2.918456873845744326e+02,2.924383287140609013e+02,2.929802736972479806e+02,2.934705991868812589e+02,2.939084822137166384e+02,2.942931970464140932e+02,2.946241128510041563e+02,2.949006918372073756e+02,2.951224878040836757e+02,2.952891450174050760e+02,2.954003973671901804e+02,2.954560677670499445e+02,2.954560677681717493e+02,2.954003973705544013e+02,2.952891450230074497e+02,2.951224878119174377e+02,2.949006918472630332e+02,2.946241128632693744e+02,2.942931970608739789e+02,2.939084822303535134e+02,2.934705992056749437e+02,2.929802737181755106e+02,2.924383287370968105e+02,2.918456874096906404e+02,2.912033767459748788e+02,2.905125322353817410e+02,2.897744036381926662e+02,2.889903622690679299e+02,2.881619101907855338e+02,2.872906918747362397e+02,2.863785090776290758e+02,2.854273399569871685e+02,2.844393638415786540e+02,2.834169936513155790e+02,2.823629188303789874e+02,2.812801629976106597e+02,2.801721626477353198e+02,2.790428767430115613e+02,2.778969430612044107e+02,2.767399080917588776e+02,2.755785784773083833e+02,2.744215870368602737e+02,2.732803748746018755e+02,2.646770704143787611e+02,2.639191630674736757e+02,2.632444171501657024e+02,2.626957540039986156e+02,2.622288214813555669e+02,2.618266286374617380e+02,2.614806305381376887e+02,2.534295676486356683e+02,2.533030284027241521e+02,2.531992144137383036e+02,2.531171614699138956e+02,2.530561771619761657e+02,2.530157671835330291e+02,2.529956343521262738e+02
2.547547289439770566e+02,2.547749508460112509e+02,2.548155396041827316e+02,2.548767937157284393e+02,2.549592096739243061e+02,2.550634829513651027e+02,2.551905820256291690e+02,2.553418546088727794e+02,2.555191654559717165e+02,2.557252739692381169e+02,2.559645591019629478e+02,2.650424797637684264e+02,2.657199705020197484e+02,2.740248064652533344e+02,2.751393863045756234e+02,2.762860630751545159e+02,2.774485946818579123e+02,2.786154852356442007e+02,2.797780605799107434e+02,2.809294814789346333e+02,2.820641748843283949e+02,2.831774808106809473e+02,2.842654213385438879e+02,2.853245435177982472e+02,2.863518092512325666e+02,2.873445162164659337e+02,2.883002399395016937e+02,2.892167906560203505e+02,2.900921807362403797e+02,2.909245997958763041e+02,2.917123954891095536e+02,2.924540585606469563e+02,2.931482111293902335e+02,2.937935974506740990e+02,2.943890765978594004e+02,2.949336166431667721e+02,2.954262900189218044e+02,2.958662698151550217e+02,2.962528268254174009e+02,2.965853271950392127e+02,2.968632305585734343e+02,2.970860885784808261e+02,2.972535438171272517e+02,2.973653288902841041e+02,2.974212658635975686e+02,2.974212658647247736e+02,2.973653288936644117e+02,2.972535438227564555e+02,2.970860885863521048e+02,2.968632305686772384e+02,2.965853272073632070e+02,2.962528268399465219e+02,2.958662698318715911e+02,2.954262900378055292e+02,2.949336166641945169e+02,2.943890766210056427e+02,2.937935974759105875e+02,2.931482111566862727e+02,2.924540585899692360e+02,2.917123955204223762e+02,2.909245998291415845e+02,2.900921807714174747e+02,2.892167906930664572e+02,2.883002399783716214e+02,2.873445162571124456e+02,2.863518092936060384e+02,2.853245435618471220e+02,2.842654213842144486e+02,2.831774808579175442e+02,2.820641749330735024e+02,2.809294815291288501e+02,2.797780606314929628e+02,2.786154852885515538e+02,2.774485947360259388e+02,2.762860631305171637e+02,2.751393863610654762e+02,2.664809610063710466e+02,2.657199705441701099e+02,2.650424798065790810e+02,2.644915847362261161e+02,2.640227527639885921e+02,2.636189238270895885e+02,2.632715182311411013e+02,2.551905820487577046e+02,2.550634829746659022e+02,2.549592096973689763e+02,2.548767937392884448e+02,2.548155396278293097e+02,2.547749508697156386e+02,2.547547289677103493e+02
2.546778952783770933e+02,2.546981246369597045e+02,2.547387283616778575e+02,2.548000050598352573e+02,2.548824514077828951e+02,2.549867631345614996e+02,2.551139090748622209e+02,2.552652374377916260e+02,2.554426136658283042e+02,2.556487981787759907e+02,2.558881715446045462e+02,2.649743654122702310e+02,2.656522917104687735e+02,2.739632330050313271e+02,2.750785610961985412e+02,2.762260076662828396e+02,2.773893197163324658e+02,2.785569936397606625e+02,2.797203494567358462e+02,2.808725433401449436e+02,2.820079985002412286e+02,2.831220518232215682e+02,2.842107227191374363e+02,2.852705559197979142e+02,2.862985112884230716e+02,2.872918846884796267e+02,2.882482500183466527e+02,2.891654160436484062e+02,2.900413938002459986e+02,2.908743716884872583e+02,2.916626962532827179e+02,2.924048572261295931e+02,2.930994758009155703e+02,2.937452953899551744e+02,2.943411743006699339e+02,2.948860799125155836e+02,2.953790840351129532e+02,2.958193592033621826e+02,2.962061757212757129e+02,2.965388993086574487e+02,2.968169892372964114e+02,2.970399968686705279e+02,2.972075645251867400e+02,2.973194246431131660e+02,2.973753991686431846e+02,2.973753991697711285e+02,2.973194246464956905e+02,2.972075645308197522e+02,2.970399968765470931e+02,2.968169892474069798e+02,2.965388993209896853e+02,2.962061757358146110e+02,2.958193592200900071e+02,2.953790840540092972e+02,2.948860799335574825e+02,2.943411743238317513e+02,2.937452954152086022e+02,2.930994758282299131e+02,2.924048572554715406e+02,2.916626962846165725e+02,2.908743717217748213e+02,2.900413938354467405e+02,2.891654160807193534e+02,2.882482500572427284e+02,2.872918847291534235e+02,2.862985113308249652e+02,2.852705559638762907e+02,2.842107227648386356e+02,2.831220518704898836e+02,2.820079985490190211e+02,2.808725433903728685e+02,2.797203495083526263e+02,2.785569936927035428e+02,2.773893197705368152e+02,2.762260077216826630e+02,2.750785611527263086e+02,2.664137714569088189e+02,2.656522917526462493e+02,2.649743654551083978e+02,2.644231162133783073e+02,2.639539828282689768e+02,2.635498942690600188e+02,2.632022653254634292e+02,2.551139090979992829e+02,2.549867631578709108e+02,2.548824514312362055e+02,2.548000050834039314e+02,2.547387283853331610e+02,2.546981246606728178e+02,2.546778953021191398e+02
2.546494748146527343e+02,2.546697137832487385e+02,2.547103367968799432e+02,2.547716426047042262e+02,2.548541281190200891e+02,2.549584893993763046e+02,2.550856957407116852e+02,2.552370959926032299e+02,2.554145564837132554e+02,2.556208389451906271e+02,2.558603260260062768e+02,2.649553694430306905e+02,2.656337887278278345e+02,2.739519825809579174e+02,2.750681717333958431e+02,2.762165041610224989e+02,2.773807143171630969e+02,2.785492897141580215e+02,2.797135436710132694e+02,2.808666270770098095e+02,2.820029588369790190e+02,2.831178722370771084e+02,2.842073836142402001e+02,2.852680350327235601e+02,2.862967840086854494e+02,2.872909243179312853e+02,2.882480279858289123e+02,2.891659020863145315e+02,2.900425561197191655e+02,2.908761770877900972e+02,2.916651102589291895e+02,2.924078441986684993e+02,2.931029990364227160e+02,2.937493172143891229e+02,2.943456561585740019e+02,2.948909824512240903e+02,2.953843671853738897e+02,2.958249822570998617e+02,2.962120974070707007e+02,2.965450778654101782e+02,2.968233824864515213e+02,2.970465622853125183e+02,2.972142593082639337e+02,2.973262057850080282e+02,2.973822235242761849e+02,2.973822235254050383e+02,2.973262057883932243e+02,2.972142593139012661e+02,2.970465622931951089e+02,2.968233824965698773e+02,2.965450778777519645e+02,2.962120974216207969e+02,2.958249822738405896e+02,2.953843672042848425e+02,2.948909824722821895e+02,2.943456561817536681e+02,2.937493172396620480e+02,2.931029990637581477e+02,2.924078442280331274e+02,2.916651102902872594e+02,2.908761771211033533e+02,2.900425561549470217e+02,2.891659021234140710e+02,2.882480280247550013e+02,2.872909243586364596e+02,2.862967840511200848e+02,2.852680350768359858e+02,2.842073836599766992e+02,2.831178722843819173e+02,2.820029588857944987e+02,2.808666271272765016e+02,2.797135437226699537e+02,2.785492897671417154e+02,2.773807143714093399e+02,2.762165042164650686e+02,2.750681717899672094e+02,2.663958222207608060e+02,2.656337887700360056e+02,2.649553694859000075e+02,2.644037193768641600e+02,2.639342448389297715e+02,2.635298624273582391e+02,2.631819806887145319e+02,2.550856957638597464e+02,2.549584894226967720e+02,2.548541281424845408e+02,2.547716426282840985e+02,2.547103368205464733e+02,2.546697138069731352e+02,2.546494748384060642e+02
2.542153792080483754e+02,2.542357573681298959e+02,2.542766597624808753e+02,2.543383871948767307e+02,2.544214399950806467e+02,2.545265190097214258e+02,2.546546001999670068e+02,2.548070416919727279e+02,2.549857226498898797e+02,2.551934237983975038e+02,2.554345579276972273e+02,2.646581852230735308e+02,2.653437602740388002e+02,2.737669661195063782e+02,2.748956429434520601e+02,2.760568226542714001e+02,2.772340577300362270e+02,2.784157068839816134e+02,2.795929862504935954e+02,2.807589700925529996e+02,2.819080148749623618e+02,2.830354016737398979e+02,2.841371022575013967e+02,2.852096200039000564e+02,2.862498783904736683e+02,2.872551409164042298e+02,2.882229524434289942e+02,2.891510955115240336e+02,2.900375573517607108e+02,2.908805046824723490e+02,2.916782642592984303e+02,2.924293077381842636e+02,2.931322398108649736e+02,2.937857888502658739e+02,2.943887994995340591e+02,2.949402267792725070e+02,2.954391313901148806e+02,2.958846759634984096e+02,2.962761220701157754e+02,2.966128278384290979e+02,2.968942460685563560e+02,2.971199227524741673e+02,2.972894959317480925e+02,2.974026948403268875e+02,2.974593392933783207e+02,2.974593392945197934e+02,2.974026948437499414e+02,2.972894959374485211e+02,2.971199227604449788e+02,2.968942460787878872e+02,2.966128278509089000e+02,2.962761220848286712e+02,2.958846759804263797e+02,2.954391314092373477e+02,2.949402268005662222e+02,2.943887995229730450e+02,2.937857888758215381e+02,2.931322398385062229e+02,2.924293077678773898e+02,2.916782642910072809e+02,2.908805047161583275e+02,2.900375573873827193e+02,2.891510955490386436e+02,2.882229524827905607e+02,2.872551409575647767e+02,2.862498784333830599e+02,2.852096200485059967e+02,2.841371023037496002e+02,2.830354017215739759e+02,2.819080149243239930e+02,2.807589701433820437e+02,2.795929863027281499e+02,2.784157069375580704e+02,2.772340577848893304e+02,2.760568227103343020e+02,2.748956430006564347e+02,2.661138314711024009e+02,2.653437603166921690e+02,2.646581852663950372e+02,2.641007165150013520e+02,2.636262900983533086e+02,2.632176423805846639e+02,2.628660912881479703e+02,2.546546002232742580e+02,2.545265190332022769e+02,2.544214400187064768e+02,2.543383872186187773e+02,2.542766597863102049e+02,2.542357573920174616e+02,2.542153792319650449e+02
1.415175919406411253e+02,1.415415084494914879e+02,1.415895129048781769e+02,1.416619583404473985e+02,1.417594319604002067e+02,1.418827563024207450e+02,1.420330767880689962e+02,1.422119873608651517e+02,1.424216934724237831e+02,1.426654586767719763e+02,1.429484619761105364e+02,1.432810014182109910e+02,1.436899584120233726e+02,1.441493187463593131e+02,1.446337811253149823e+02,1.451321947306657023e+02,1.456374997863691192e+02,1.461446994985152799e+02,1.466500235651528214e+02,1.471504992495681847e+02,1.476437041750193657e+02,1.481276128359854170e+02,1.486004961931895423e+02,1.490608533901026362e+02,1.495073638898276442e+02,1.499388531030860179e+02,1.503542672099549975e+02,1.507526544092319227e+02,1.511331507593502295e+02,1.514949693601284935e+02,1.518373920042585610e+02,1.521597626800452758e+02,1.524614824787956593e+02,1.527420055795407166e+02,1.530008360680226360e+02,1.532375254073405131e+02,1.534516704216730147e+02,1.536429116869960865e+02,1.538109322470194513e+02,1.539554565909808446e+02,1.540762498440683999e+02,1.541731171322470004e+02,1.542459030919612530e+02,1.542944915021968484e+02,1.543188050221502294e+02,1.543188050226401913e+02,1.542944915036661087e+02,1.542459030944080496e+02,1.541731171356683205e+02,1.540762498484600940e+02,1.539554565963375694e+02,1.538109322533346699e+02,1.536429116942620965e+02,1.534516704298810055e+02,1.532375254164804232e+02,1.530008360780833527e+02,1.527420055905099900e+02,1.524614824906601314e+02,1.521597626927904798e+02,1.518373920178689787e+02,1.514949693745875550e+02,1.511331507746402849e+02,1.507526544253343559e+02,1.503542672268501690e+02,1.499388531207533788e+02,1.495073639082456509e+02,1.490608534092488640e+02,1.486004962130406568e+02,1.481276128565172314e+02,1.476437041962068690e+02,1.471504992713855700e+02,1.466500235875735143e+02,1.461446995215119387e+02,1.456374998099137201e+02,1.451321947547295679e+02,1.446337811498688097e+02,1.441493187713731743e+02,1.436899584374668279e+02,1.432810014440529756e+02,1.429484620023196157e+02,1.426654587033162045e+02,1.424216934992708161e+02,1.422119873879822762e+02,1.420330768154232146e+02,1.418827563299786618e+02,1.417594319881282843e+02,1.416619583683118719e+02,1.415895129328450821e+02,1.415415084775267474e+02,1.415175919687105761e+02
2.531867582056250114e+02,2.532109883760032858e+02,2.532596224028260110e+02,2.533330179497242511e+02,2.534317699219965618e+02,2.535567116447889759e+02,2.537090035616982391e+02,2.538902605205815348e+02,2.541027168972298966e+02,2.543496790467058872e+02,2.546363938930693109e+02,2.639130350149947049e+02,2.646644564174474112e+02,2.742403558929567566e+02,2.754916513009537198e+02,2.767789806845128169e+02,2.780841096755447666e+02,2.793941322868236057e+02,2.806993103803155236e+02,2.819919658122461215e+02,2.832658419380846340e+02,2.845157071735690124e+02,2.857370956633486685e+02,2.869261309147080397e+02,2.880794021741456277e+02,2.891938756494943163e+02,2.902668294781545342e+02,2.912958052969468667e+02,2.922785716712708677e+02,2.932130961531464095e+02,2.940975237182295245e+02,2.949301599843402641e+02,2.957094580579945386e+02,2.964340081635280626e+02,2.971025294270061181e+02,2.977138633432717256e+02,2.982669685681962051e+02,2.987609167621387201e+02,2.991948892733986440e+02,2.995681744980067265e+02,2.998801657887057104e+02,3.001303598143889531e+02,3.003183552937354079e+02,3.004438520448778149e+02,3.005066503078420510e+02,3.005066503091074992e+02,3.004438520486727384e+02,3.003183553000550887e+02,3.001303598232257741e+02,2.998801658000488715e+02,2.995681745118423578e+02,2.991948892897099199e+02,2.987609167809057453e+02,2.982669685893961287e+02,2.977138633668787406e+02,2.971025294529915186e+02,2.964340081918601300e+02,2.957094580886387121e+02,2.949301600172592543e+02,2.940975237533832001e+02,2.932130961904920241e+02,2.922785717107628329e+02,2.912958053385370931e+02,2.902668295217923173e+02,2.891938756951265646e+02,2.880794022217166912e+02,2.869261309641599382e+02,2.857370957146212049e+02,2.845157072265997158e+02,2.832658419928088733e+02,2.819919658685972195e+02,2.806993104382248703e+02,2.793941323462206014e+02,2.780841097363570498e+02,2.767789807466662637e+02,2.754916513643726717e+02,2.655084894347971840e+02,2.646644564641974284e+02,2.639130350624770358e+02,2.633020239843959871e+02,2.627820310779207489e+02,2.623341346138320205e+02,2.619488186450834633e+02,2.537090035894111963e+02,2.535567116727083317e+02,2.534317699500883236e+02,2.533330179779541709e+02,2.532596224311596984e+02,2.532109884044062085e+02,2.531867582340626086e+02
2.531022938715856583e+02,2.531265187371963066e+02,2.531751421164582894e+02,2.532485215946985022e+02,2.533472519469715678e+02,2.534721663159816103e+02,2.536244248912668695e+02,2.538056421671420253e+02,2.540180520302210709e+02,2.542649601116985139e+02,2.545516121869129336e+02,2.638267924804881659e+02,2.645780708709815485e+02,2.741512389630814823e+02,2.754022586319406969e+02,2.766893043358091404e+02,2.779941457247766152e+02,2.793038796556184593e+02,2.806087701362254734e+02,2.819011407148017838e+02,2.831747361255491455e+02,2.844243259370527994e+02,2.856454452780712359e+02,2.868342185101241739e+02,2.879872356313138084e+02,2.891014635180083587e+02,2.901741809074060257e+02,2.912029299780594442e+02,2.921854797870936409e+02,2.931197983344047202e+02,2.940040310044273610e+02,2.948364837883606810e+02,2.956156101335985227e+02,2.963400005751390722e+02,2.970083745213045177e+02,2.976195737222296316e+02,2.981725570632593190e+02,2.986663964093245340e+02,2.991002732891250275e+02,2.994734762555027032e+02,2.997853987948829513e+02,3.000355376870745090e+02,3.002234917391840554e+02,3.003489608354931306e+02,3.004117452600473257e+02,3.004117452613125465e+02,3.003489608392871446e+02,3.002234917455023151e+02,3.000355376959093405e+02,2.997853988062235544e+02,2.994734762693352650e+02,2.991002733054326654e+02,2.986663964280874666e+02,2.981725570844546382e+02,2.976195737458314170e+02,2.970083745472841770e+02,2.963400006034648300e+02,2.956156101642359886e+02,2.948364838212723953e+02,2.940040310395733059e+02,2.931197983717420925e+02,2.921854798265769091e+02,2.912029300196404620e+02,2.901741809510342023e+02,2.891014635636305457e+02,2.879872356788743559e+02,2.868342185595651586e+02,2.856454453293324605e+02,2.844243259900718499e+02,2.831747361802612772e+02,2.819011407711404331e+02,2.806087701941220871e+02,2.793038797150023242e+02,2.779941457855754834e+02,2.766893043979489448e+02,2.754022586953456653e+02,2.654219432503522853e+02,2.645780709177226981e+02,2.638267925279615156e+02,2.632158977386781089e+02,2.626960037982479435e+02,2.622481925786713646e+02,2.618629499439953747e+02,2.536244249189737445e+02,2.534721663438948553e+02,2.533472519750571621e+02,2.532485216229222260e+02,2.531751421447857524e+02,2.531265187655930049e+02,2.531022939000170027e+02
2.511890518160002728e+02,2.512131563092366946e+02,2.512615380809002090e+02,2.513345529394906919e+02,2.514327927046496427e+02,2.515570863792289060e+02,2.517085883878320089e+02,2.518889052024168791e+02,2.521002596095055992e+02,2.523459408147453473e+02,2.526311685274299350e+02,2.618733718746397585e+02,2.626214115865528811e+02,2.721325120181874695e+02,2.733772784655106989e+02,2.746578908717151535e+02,2.759562100112906364e+02,2.772593972373710471e+02,2.785577652232015566e+02,2.798436758877288071e+02,2.811109052320993555e+02,2.823542489692087543e+02,2.835692645454731746e+02,2.847520956947906257e+02,2.858993494601568841e+02,2.870080078790081757e+02,2.880753632907739075e+02,2.890989701594269263e+02,2.900766086934596615e+02,2.910062570497202046e+02,2.918860698829387843e+02,2.927143616518171143e+02,2.934895935341919539e+02,2.942103631102718282e+02,2.948753961894163353e+02,2.954835403112717813e+02,2.960337595651946003e+02,2.965251304553985392e+02,2.969568386017120361e+02,2.973281761131454459e+02,2.976385395077821272e+02,2.978874280807768287e+02,2.980744426445987187e+02,2.981992845836578567e+02,2.982617551802799767e+02,2.982617551815388310e+02,2.981992845874329987e+02,2.980744426508854303e+02,2.978874280895674929e+02,2.976385395190660574e+02,2.973281761269088861e+02,2.969568386179382173e+02,2.965251304740676801e+02,2.960337595862839635e+02,2.954835403347556735e+02,2.948753962152661074e+02,2.942103631384560458e+02,2.934895935646762268e+02,2.927143616845643237e+02,2.918860699179090830e+02,2.910062570868709599e+02,2.900766087327455693e+02,2.890989702008001245e+02,2.880753633341840327e+02,2.870080079244023068e+02,2.858993495074797693e+02,2.847520957439845120e+02,2.835692645964781491e+02,2.823542490219627439e+02,2.811109052865380704e+02,2.798436759437859109e+02,2.785577652808087237e+02,2.772593972964581326e+02,2.759562100717856197e+02,2.746578909335443655e+02,2.733772785285987084e+02,2.634616461248328392e+02,2.626214116330925208e+02,2.618733719219084151e+02,2.612651106329277582e+02,2.607474578981414766e+02,2.603015771435206034e+02,2.599179952475067239e+02,2.517085884154012092e+02,2.515570864070034531e+02,2.514327927325956580e+02,2.513345529675741830e+02,2.512615381090869278e+02,2.512131563374923076e+02,2.511890518442903613e+02
