-1.938128864281907227e+01,2.622756645109802776e-01,-1.221917865478872045e+01,3.800390917660934065e+00,2.279610816913191229e+00,1.640706253539292447e+01
-2.141570593067854134e+01,1.178404372126351518e-01,-1.079204610022088673e+01,3.800394345319091371e+00,2.279659723285476502e+00,1.640705431412925464e+01
-2.264578544043160946e+01,3.621892687988292892e-02,-9.946611349391787371e+00,3.800396439714859298e+00,2.279687597024349088e+00,1.640705032656342155e+01
-2.340177713364255396e+01,-1.405415986255320604e-02,-9.419077216534788022e+00,3.800398357327594567e+00,2.279703003296162933e+00,1.640705416662058269e+01
-2.400539588251149326e+01,-9.944087167923498782e-02,-8.738690442555707705e+00,3.800411139422976703e+00,2.279707084653637139e+00,1.640714973831336465e+01
-2.538875497862136399e+01,-2.444683158842053672e-01,-7.341269403298156249e+00,3.800578160166878661e+00,2.279535857496739482e+00,1.640845385480815821e+01
-2.651023651452533159e+01,-3.349577329458952590e-01,-6.049114870165794855e+00,3.801817011606090091e+00,2.278779714686152147e+00,1.641701363325864804e+01
-2.454744564289512709e+01,-2.654134397062080097e-01,-5.260813903475991538e+00,3.812129332061431342e+00,2.276792243947056704e+00,1.648217542708607652e+01
-1.523279073353478452e+01,-4.567878323769036797e-01,4.779277616933086392e+00,3.965300719528386253e+00,2.283027279190719128e+00,1.742232402449417350e+01
-5.350608937533252174e+00,4.164048209531756584e-01,-6.941126953847742698e+00,4.422201752731780289e+00,2.644824777746634936e+00,1.975091594857758537e+01
-1.482839257420209833e+01,-3.722216592905169819e-01,3.695258324398764671e+00,4.434551122756147379e+00,2.644171553924934415e+00,1.983264255699168643e+01
-1.029183490970808634e+01,2.823952203812041262e-01,-2.718407724842109019e+00,4.444645156524984486e+00,2.651322946292111737e+00,1.988608658280099917e+01
-1.190198796336972009e+01,-3.233753699305452756e-01,1.653257319276235648e+00,4.446692057342715998e+00,2.652418621380547847e+00,1.989795677559413889e+01
-1.175862965482110667e+01,-2.420944070991026820e-02,-1.631102082910729223e-01,4.447933193603148538e+00,2.653094766742469801e+00,1.990488755978958579e+01
-1.178826604700589087e+01,-4.505133773591296631e-02,-1.471061153779373853e-02,4.449273091893246601e+00,2.653865823845080740e+00,1.991231350018551893e+01
-1.175132202206441434e+01,-4.947887248363258550e-02,-2.707134456159110414e-02,4.454125088670934929e+00,2.656509926453054504e+00,1.993986821560156386e+01
-1.021869087679760923e+01,-1.133728881939077837e+00,7.234940181888305233e-01,4.693941202731366502e+00,2.786317509730906750e+00,2.101768519708002714e+01
-7.138935521879830048e+00,-8.825471297768672230e-02,-3.678986349484603124e+00,4.827019928370646085e+00,2.935817141462848667e+00,2.152171667404445543e+01
-1.579925982241547899e+01,-6.627841420936420036e-01,6.268434982814596879e+00,4.808931324760123971e+00,2.903638705049615965e+00,2.144178220476078423e+01
-8.924210710574698169e+00,4.411640816215367522e-02,-2.166109366612545273e+00,4.820648705958774372e+00,2.918171605870156782e+00,2.148995606006565140e+01
