-1.620292705024439783e+02,-6.968838306420366280e-02,-9.537304491743725521e+01,3.800399200599713367e+00,2.279725194398452004e+00,1.640704322142028104e+01
-1.620283108218245616e+02,-6.968937213969184086e-02,-9.537246952959321789e+01,3.800397878421790665e+00,2.279723369724706572e+00,1.640703944246979518e+01
-6.513060301216455628e+01,-2.519708237969098263e-01,-2.859144941794511396e+01,3.614362096868717344e+00,2.016828528041969548e+00,1.567537599441948259e+01
-5.560802075478932238e+01,-3.013434363197120547e-01,-1.540909550897140434e+01,3.556864230063183641e+00,1.927077887557970826e+00,1.547970018805244763e+01
-5.130245437271696574e+01,-3.349324154555688438e-01,-6.254419335505190247e+00,3.533086445202116010e+00,1.863753848567739624e+00,1.545809741628545453e+01
-4.907735271217461559e+01,-3.473829758604551898e-01,-1.511581129989281180e+00,3.578758207822829718e+00,1.861976591044367524e+00,1.576272923244914637e+01
-4.861023572203748699e+01,-3.473878035720190383e-01,-1.065143754885866656e-01,3.660676045456057182e+00,1.899431070455648296e+00,1.622102843782613490e+01
-4.853619963171240670e+01,-3.372382457200728822e-01,1.447428430481068062e+00,3.894178222196842398e+00,2.020099865092106484e+00,1.751654010035963438e+01
-5.423138056016796327e+01,-3.756029997248333530e-01,-8.105002910951952799e+00,4.255052661505942524e+00,2.295480881855382904e+00,1.914325848360931559e+01
-5.161822949787620018e+01,-4.059884503249122645e-01,-2.926392446624959121e+00,4.190008908722120395e+00,2.222896563921494817e+00,1.885599716160868411e+01
-5.048743838131031225e+01,-4.243363343903183704e-01,-7.450212885373730387e-01,4.168496755028172629e+00,2.195911374087700096e+00,1.875504206452660583e+01
-5.018258326686009241e+01,-4.374165922627071268e-01,-1.103810657809844997e-01,4.172089277290069731e+00,2.194293065542751719e+00,1.876209096224101813e+01
-5.014127701713277929e+01,-4.479392123357683886e-01,3.606792802202107850e-02,4.182601665547736047e+00,2.200104431153704354e+00,1.879968880501792228e+01
-5.016578058501863779e+01,-4.666257487428993045e-01,1.221972485154765309e-01,4.204897325337242364e+00,2.213883702211205673e+00,1.888158820236185420e+01
-5.088396268547512591e+01,-6.034858489556427230e-01,-6.757550553970759211e-01,4.285366381395760982e+00,2.304228312652867317e+00,1.920495226045204618e+01
-5.021370755883935999e+01,-6.282514431177332881e-01,6.198166093440704572e-01,4.270869759466222604e+00,2.294558724145190354e+00,1.914080364088022179e+01
-5.046681137855557608e+01,-6.373254626623747754e-01,1.914014751491777133e-01,4.281523883946647402e+00,2.308024522790219635e+00,1.918580500444022618e+01
-5.053868345441969723e+01,-6.460334225266706198e-01,8.874071255604576436e-02,4.286280632754824182e+00,2.315213590975417901e+00,1.920548156505219595e+01
-5.054380060357743787e+01,-6.473856802813315880e-01,8.376376484875436290e-02,4.286827780219937267e+00,2.316132361670497630e+00,1.920771093324447065e+01
-5.075437474800992277e+01,-6.447949797916407988e-01,-2.631176676004542969e-01,4.299049288931655610e+00,2.347384508141203696e+00,1.924833536293135694e+01
