-5.508838078923079706e+01,-3.864627305205169705e+01,-2.243483435367892298e+01,-1.132261001024892266e+01,-3.700273318610186379e+00,2.207945296129651069e+00,7.210877007144176787e+00,1.034631670725332242e+01,1.124335573303955016e+01,1.172191580286681756e+01,1.149361247908393580e+01,7.541837255460677625e+00,1.313152502709101555e+00,-5.500381950176972623e+00,-1.172498497701394626e+01,-1.775117641547956282e+01,-2.424598918873834918e+01,-2.800410435702514178e+01
-5.508882088591775528e+01,-3.864659897372894193e+01,-2.243503330620501401e+01,-1.132273374322784321e+01,-3.700357299433107983e+00,2.207913589695522205e+00,7.210890233222016832e+00,1.034635802298640783e+01,1.124340997611233206e+01,1.172197675786827631e+01,1.149367162132250542e+01,7.541885872931004542e+00,1.313196186582729297e+00,-5.500309079683518121e+00,-1.172493266038691218e+01,-1.775117198474100633e+01,-2.424604607513913379e+01,-2.800420983410987219e+01
-5.516921729140887010e+01,-3.870606450091213446e+01,-2.247123954174605842e+01,-1.134531687004374589e+01,-3.715934559938261827e+00,2.201814275092942808e+00,7.212957765874705274e+00,1.035354713213632749e+01,1.125296682895361755e+01,1.173276593809623591e+01,1.150413906900928396e+01,7.550529036513523806e+00,1.321249196128121639e+00,-5.486237763217559404e+00,-1.171427645870784318e+01,-1.774909779173896140e+01,-2.425508614677704600e+01,-2.802214143597069551e+01
-5.537232186653773169e+01,-3.883697638065791580e+01,-2.252794807734227334e+01,-1.137273398640070354e+01,-3.749276203774968508e+00,2.185601635702482781e+00,7.215795170885712650e+00,1.037067296861260957e+01,1.127721930039848530e+01,1.176068545140742572e+01,1.153039441248569119e+01,7.567006095145757172e+00,1.326412726551893684e+00,-5.483867900396546702e+00,-1.169088155843115828e+01,-1.773674174974593143e+01,-2.427038442197465429e+01,-2.806614454917547619e+01
-5.639891348467321563e+01,-3.964356776750332756e+01,-2.307800185143037197e+01,-1.169779521979597803e+01,-3.859291017048349204e+00,2.230696824289566393e+00,7.381519195019166091e+00,1.060327060001384325e+01,1.153605604401383289e+01,1.203206086975922062e+01,1.179486794188437671e+01,7.774897996379934284e+00,1.412862646887390383e+00,-5.580048748052092833e+00,-1.198280935069954012e+01,-1.820298315150478174e+01,-2.490323277770028199e+01,-2.879437529771320214e+01
-5.682836572672204056e+01,-3.998839007036195881e+01,-2.332226469715141093e+01,-1.183309568013447688e+01,-3.873272275463591541e+00,2.289926162896847472e+00,7.495976942798790787e+00,1.074674516289059056e+01,1.168964255706669064e+01,1.219005204363884332e+01,1.194870428866153134e+01,7.891952692838174244e+00,1.437478072744568180e+00,-5.724394558507867714e+00,-1.224808172977537879e+01,-1.855940915058602059e+01,-2.533852304653896681e+01,-2.926666644620587476e+01
-5.689905746716951285e+01,-4.004443190271587127e+01,-2.336116944288164632e+01,-1.185435146966057118e+01,-3.875604390585976944e+00,2.299343003390674767e+00,7.514388279272793625e+00,1.076997501807096569e+01,1.171458718289545686e+01,1.221574998046787641e+01,1.197369680747516441e+01,7.910805723411897361e+00,1.441094026007931461e+00,-5.748498689348878088e+00,-1.229078600598313642e+01,-1.861662512843190598e+01,-2.540864140949469174e+01,-2.934310952883441814e+01
-5.705443949426722838e+01,-4.016794381702504779e+01,-2.344730224380271011e+01,-1.190117148032402383e+01,-3.879681098568880770e+00,2.321390226311677907e+00,7.556361821191728723e+00,1.082255803015357287e+01,1.177089982009891855e+01,1.227368496489685867e+01,1.203004538215310504e+01,7.953259587353613824e+00,1.448726359543343278e+00,-5.804779843430139863e+00,-1.238935877702897415e+01,-1.874773122273177250e+01,-2.556839652819792263e+01,-2.951661734033223183e+01
-5.728176718401996936e+01,-4.035296093055714550e+01,-2.358332062628528547e+01,-1.198368913133282376e+01,-3.903090550725778485e+00,2.346897710933774306e+00,7.615906917675999921e+00,1.089922879867214078e+01,1.185355635810907415e+01,1.235894338700251183e+01,1.211317185917391726e+01,8.017276801784589679e+00,1.464394930622518132e+00,-5.878515670787578529e+00,-1.252132911583925079e+01,-1.892391538367593284e+01,-2.578344917799995528e+01,-2.974981812361818356e+01
-5.727871262905927097e+01,-4.034980733950033027e+01,-2.358005093627053839e+01,-1.198107627703535627e+01,-3.901694100890665595e+00,2.346349228422468514e+00,7.614295584604178657e+00,1.089720452717136823e+01,1.185141953090828792e+01,1.235676807296761126e+01,1.211103165502584034e+01,8.015544185816736444e+00,1.463936656800740366e+00,-5.876202560139802245e+00,-1.251765806266752179e+01,-1.891956555391664097e+01,-2.577868876421223376e+01,-2.974509533246134652e+01
-5.726352996072765222e+01,-4.033401379203058923e+01,-2.356354414159272892e+01,-1.196783791109248796e+01,-3.894601822254401213e+00,2.343552671644147267e+00,7.606110760961257711e+00,1.088693575382666268e+01,1.184058680553971499e+01,1.234574427109839689e+01,1.210018446847527684e+01,8.006759285209511745e+00,1.461626125437192059e+00,-5.864396686131385650e+00,-1.249896629908670320e+01,-1.889746579343864141e+01,-2.575455565307601091e+01,-2.972119754894197285e+01
-5.725428440604954972e+01,-4.029109933650192943e+01,-2.349196091675884190e+01,-1.193732878764808447e+01,-3.960407495402705536e+00,2.247119667871857018e+00,7.494088979994728561e+00,1.077240993567033911e+01,1.172872909154062881e+01,1.223621713708070047e+01,1.199299212838178619e+01,7.927004356383974937e+00,1.474614176482930361e+00,-5.642420764900350605e+00,-1.215736243729946864e+01,-1.850221895469144329e+01,-2.533596661886065249e+01,-2.931432075741412291e+01
-5.862334974491855633e+01,-4.140661708734444346e+01,-2.430170426089080138e+01,-1.241942224421654828e+01,-4.083737574344411314e+00,2.395670270348261965e+00,7.836743754932172124e+00,1.121420578869862084e+01,1.220551554996984578e+01,1.272840983992216479e+01,1.247292836936418325e+01,8.297719392532087568e+00,1.572684480775990323e+00,-6.038320923466869772e+00,-1.290809293346586628e+01,-1.952564723122623036e+01,-2.659955905752133276e+01,-3.069216046608207193e+01
-5.862512282085248216e+01,-4.138874125715383911e+01,-2.427098838438155326e+01,-1.239122479161534329e+01,-4.067607701258680208e+00,2.388108993545642988e+00,7.817351412272785183e+00,1.119093765042970290e+01,1.218150311685951692e+01,1.270428244447259658e+01,1.244909779720666165e+01,8.278212293147703349e+00,1.568720759396228459e+00,-6.005884311056433944e+00,-1.285960681344892009e+01,-1.947106376635639435e+01,-2.654299596296954178e+01,-3.063869551837021277e+01
-5.847664449908424444e+01,-4.126504584345323678e+01,-2.417529301534000297e+01,-1.232675088332825908e+01,-4.037678956357410698e+00,2.378259222054964539e+00,7.781732911004382913e+00,1.114292548343422595e+01,1.212912332877141353e+01,1.264998454611986745e+01,1.239600778578761719e+01,8.236196348984321958e+00,1.554669862991318041e+00,-5.968346499426615992e+00,-1.278853708558381186e+01,-1.937446057852321246e+01,-2.642367915444026494e+01,-3.050891144535268040e+01
-5.841790192120134861e+01,-4.121565747219909781e+01,-2.413646863338550475e+01,-1.230029344742894182e+01,-4.025266657665156345e+00,2.374097804419534441e+00,7.766978435281600923e+00,1.112314877346756248e+01,1.210760155567663787e+01,1.262770467845416533e+01,1.237421372855709478e+01,8.218920717820594746e+00,1.548987030079103988e+00,-5.952333069004339450e+00,-1.275874356797271503e+01,-1.933443560772877845e+01,-2.637469512239238156e+01,-3.045596616728136041e+01
