-4.029383331311464644e+02,4.235799624518676865e+02,-1.633580438054309525e+03,-8.339248594779746782e+00,-3.327141278077760944e+00,-4.092418490984073287e+01
-4.032811293916438444e+02,4.240327705383606371e+02,-1.633157747297673268e+03,-8.336923878005109145e+00,-3.399649920652336732e+00,-4.091646517679237149e+01
-3.893491722300268520e+02,3.203011788599496867e+02,-1.583167088753612006e+03,-8.295552160575425660e+00,-3.364610434459791577e+00,-3.372057636909175926e+01
-3.033604997506245127e+02,3.834918786020580228e+02,-1.031294071628963138e+03,-4.121672562860112521e+00,-1.930764202029422449e+00,-2.512281248641556886e+01
-1.644078224541090094e+02,6.371013059845154203e+02,-2.037421535945327378e+02,-4.930051395888312982e+00,-6.934871410635423672e-01,-6.413639231368506444e+00
-1.134757144862419409e+02,6.172891565883276144e+02,1.978500746830036405e+01,-6.126726076445265790e+00,-1.067180514411347758e+00,-1.055374287389554411e+01
-8.872102671048764932e+01,-3.444103449240287773e+01,-1.417310397090432161e+02,4.770995010119349899e+00,1.241876715596390568e+00,2.242558063343835784e+01
-8.213321569812137568e+01,3.996881687839959341e-01,-1.155255880475181129e+02,4.111214268220919621e+00,1.117090217945815311e+00,2.025284032555418889e+01
-7.038138747418543062e+01,-4.649139879120411933e+01,-1.241522153055996114e+02,5.029965138021452731e+00,1.296861371002933083e+00,2.322493823257332224e+01
-6.993439025052339275e+01,-4.636062952272368420e+01,-1.230816118689403993e+02,5.026252374733530814e+00,1.296540781652311125e+00,2.320791587621329199e+01
-7.013580496078475335e+01,5.696322899697747744e+02,1.556570394626533016e+01,-1.374121718527021585e+00,-1.419535442721553409e+00,-2.282775862852304272e+01
-5.634308414727229319e+01,-4.420443768211157476e+01,-1.082781617795092188e+02,4.925495984764438617e+00,1.273700584789594359e+00,2.274016926733679611e+01
-5.615006393782095984e+01,-4.365349651166638978e+01,-1.070559657013347987e+02,4.886950796816336151e+00,1.265025792491769607e+00,2.255047405242294190e+01
-7.624866024613652371e+01,1.217595583052855091e+02,-1.657290718138426655e+02,7.145558984689159843e-01,3.676260931229080597e-01,8.372285244746535682e+00
-5.692078199501793279e+01,2.078139290659919425e+00,-9.422875657890017465e+01,3.617758041798424529e+00,1.042314470254268599e+00,1.800542874789812231e+01
-5.680285516106664545e+01,-4.839324578966852641e+00,-9.649651807450254637e+01,3.654238516332952713e+00,9.729646737355324149e-01,1.823180819641834205e+01
-5.690086615103950862e+01,1.927675667729999986e+00,-9.454505968264470539e+01,3.674907155755136046e+00,9.502525233529013349e-01,1.782925935785328875e+01
-5.685750795493049736e+01,1.012683537595648886e+00,-9.477419895119965076e+01,3.638481531282877768e+00,1.046595512406156558e+00,1.784568696351129802e+01
-5.675731754706703214e+01,8.752899040587180934e-01,-9.496659705547472186e+01,3.730074243435410608e+00,9.493313604025388486e-01,1.787722417887493975e+01
-5.681815380867760723e+01,1.602699732643486641e+00,-9.511518968068344293e+01,3.544121619682982782e+00,9.267481452468473435e-01,1.742075203523540949e+01
