8.000000000000000444e-01,8.122448979591837537e-01,8.244897959183673519e-01,8.367346938775510612e-01,8.489795918367347705e-01,8.612244897959183687e-01,8.734693877551020780e-01,8.857142857142857872e-01,8.979591836734693855e-01,9.102040816326530948e-01,9.224489795918366930e-01,9.346938775510204023e-01,9.469387755102041115e-01,9.591836734693877098e-01,9.714285714285714191e-01,9.836734693877551283e-01,9.959183673469387266e-01,1.008163265306122547e+00,1.020408163265306145e+00,1.032653061224489743e+00,1.044897959183673564e+00,1.057142857142857162e+00,1.069387755102040760e+00,1.081632653061224580e+00,1.093877551020408179e+00,1.106122448979591777e+00,1.118367346938775597e+00,1.130612244897959195e+00,1.142857142857142794e+00,1.155102040816326614e+00,1.167346938775510212e+00,1.179591836734693810e+00,1.191836734693877631e+00,1.204081632653061229e+00,1.216326530612244827e+00,1.228571428571428648e+00,1.240816326530612246e+00,1.253061224489795844e+00,1.265306122448979664e+00,1.277551020408163263e+00,1.289795918367346861e+00,1.302040816326530681e+00,1.314285714285714279e+00,1.326530612244897878e+00,1.338775510204081698e+00,1.351020408163265296e+00,1.363265306122448894e+00,1.375510204081632715e+00,1.387755102040816313e+00,1.399999999999999911e+00
nan,nan,nan,nan,nan,2.933481917680340416e+02,2.900100782218867721e+02,2.868675705418023654e+02,2.837155241563029904e+02,2.803532479942965097e+02,2.771899143228064304e+02,2.742102310515536487e+02,2.713765160155999183e+02,2.686919973937370401e+02,2.657528182291293888e+02,2.627729428094336868e+02,2.598994854629748374e+02,2.571032198346163113e+02,2.543781961817142303e+02,2.509861716615365879e+02,2.478556123800969431e+02,2.446089091405532088e+02,2.411049904226232172e+02,2.380150184744645969e+02,2.340834673888663247e+02,1.866089591848062241e+02,1.866886283900453236e+02,1.869307182102166394e+02,1.871653049356179395e+02,1.873927396212034751e+02,1.876133514283949637e+02,1.878274493234904412e+02,1.880353236192362658e+02,1.882372473762754339e+02,1.884334776791872343e+02,1.886242568000893129e+02,1.888098132612494737e+02,1.889903628068458374e+02,1.891661092928561061e+02,1.893372455030535946e+02,1.895039538982123872e+02,1.896664073048446255e+02,1.898247695491182583e+02,1.899791960410100842e+02,1.901298343132140474e+02,1.902768245188642027e+02,1.904202998917327534e+02,1.905603871721116889e+02,1.906972070014672340e+02,1.908308742884158278e+02
nan,nan,nan,nan,nan,3.005933863110932407e+02,2.973640943126305274e+02,2.943205645553594536e+02,2.912680978127594358e+02,2.880152297022088987e+02,2.849497224091284693e+02,2.820571835479545371e+02,2.793046091378741380e+02,2.766935014074431933e+02,2.738469121667598074e+02,2.709576345335844962e+02,2.681710027633467348e+02,2.654605729249791466e+02,2.628127194493109187e+02,2.595323638254660068e+02,2.564946087593445441e+02,2.532857507132420665e+02,2.496444159206075426e+02,2.464166070092171594e+02,2.422756877979953458e+02,1.876478619296148622e+02,1.877152662117776742e+02,1.879454318520037646e+02,1.881683733837024022e+02,1.883844319790098893e+02,1.885939273879484404e+02,1.887971596084361465e+02,1.889944104015350490e+02,1.891859446684723025e+02,1.893720117039879938e+02,1.895528463388353941e+02,1.897286699827494942e+02,1.898996915779038375e+02,1.900661084717291374e+02,1.902281072169725746e+02,1.903858643060130760e+02,1.905395468456738683e+02,1.906893131781063460e+02,1.908353134527351642e+02,1.909776901537211984e+02,1.911165785869467584e+02,1.912521073301317927e+02,1.913843986492427405e+02,1.915135688842406125e+02,1.916397288066757767e+02
nan,nan,nan,nan,nan,3.097234207479052088e+02,3.064633245924299558e+02,3.033850280445427643e+02,3.003768667308599447e+02,2.973317518557653329e+02,2.944550234889361491e+02,2.917337607629210652e+02,2.891396502035607909e+02,2.866732105004660411e+02,2.839829864431879969e+02,2.812424355067182660e+02,2.785943801490408305e+02,2.760150909736400422e+02,2.734850747690422281e+02,2.703467510193016778e+02,2.674280133488816205e+02,2.643115896747063402e+02,2.606898140913803559e+02,2.573957872073957560e+02,2.528705806393299724e+02,1.889522006390629087e+02,1.890043561043491991e+02,1.892196373408582986e+02,1.894280407424436703e+02,1.896298952353490961e+02,1.898255089104695230e+02,1.900151706575967410e+02,1.901991516475673052e+02,1.903777066786123839e+02,1.905510754012514383e+02,1.907194834343652872e+02,1.908831433835922269e+02,1.910422557719139718e+02,1.911970098911649814e+02,1.913475845822168822e+02,1.914941489507407084e+02,1.916368630246831515e+02,1.917758783589360974e+02,1.919113385921050963e+02,1.920433799597538496e+02,1.921721317680579943e+02,1.922977168314113499e+02,1.924202518770871961e+02,1.925398479199463679e+02,1.926566106096484532e+02
nan,nan,nan,nan,nan,3.181603721687483244e+02,3.148457194465966609e+02,3.117114359054281181e+02,3.086776642743882348e+02,3.056691884539583839e+02,3.028215336464990060e+02,3.001224738859840500e+02,2.975471495273610572e+02,2.950948137210444884e+02,2.925182621870623052e+02,2.899472151836020544e+02,2.874613672914199469e+02,2.850399433691848685e+02,2.826567107959107261e+02,2.797013318803406605e+02,2.769428200422340183e+02,2.739798802017093067e+02,2.704905382650736101e+02,2.672767277536017332e+02,2.627164612704660840e+02,1.901855473736776219e+02,1.902243841204579269e+02,1.904265486729848647e+02,1.906221328350116835e+02,1.908114550460824432e+02,1.909948134162339670e+02,1.911724873290944231e+02,1.913447388952294830e+02,1.915118142718268075e+02,1.916739448628715934e+02,1.918313484122814145e+02,1.919842300009904932e+02,1.921327829577145678e+02,1.922771896920063170e+02,1.924176224572402987e+02,1.925542440503313060e+02,1.926872084542287666e+02,1.928166614285835010e+02,1.929427410534180751e+02,1.930655782301078034e+02,1.931852971435432096e+02,1.933020156889592442e+02,1.934158458664825844e+02,1.935268941463399699e+02,1.936352618071392158e+02
nan,nan,nan,nan,nan,3.261025300419547648e+02,3.227180543608309904e+02,3.195134907490439105e+02,3.164288026079770475e+02,3.134082317783306735e+02,3.105437574609134685e+02,3.078236813633333213e+02,3.052257146693872301e+02,3.027481563887066613e+02,3.002056303201148353e+02,2.977004525398649548e+02,2.952754378996987725e+02,2.929115847280556295e+02,2.906052452540075137e+02,2.878779425021324414e+02,2.853225720289801757e+02,2.825584895288220650e+02,2.792587492366762945e+02,2.761884906265362929e+02,2.717101721536752734e+02,1.912562313256424886e+02,1.912828211070936391e+02,1.914730475643013392e+02,1.916569679621402713e+02,1.918348911419956551e+02,1.920071060689565456e+02,1.921738834078813056e+02,1.923354769516645035e+02,1.924921249176303206e+02,1.926440511260549613e+02,1.927914660731509002e+02,1.929345679093793819e+02,1.930735433327127737e+02,1.932085684053547538e+02,1.933398093014658912e+02,1.934674229926160081e+02,1.935915578769294427e+02,1.937123543572496942e+02,1.938299453730930679e+02,1.939444568906393727e+02,1.940560083545781538e+02,1.941647131052465340e+02,1.942706787640669006e+02,1.943740075901853288e+02,1.944747968106852625e+02
nan,nan,nan,nan,nan,3.333964342778979812e+02,3.299388524223835475e+02,3.266612917307617181e+02,3.235177390202875358e+02,3.204660011919095268e+02,3.175672030032992552e+02,3.148100615694452244e+02,3.121743901732044151e+02,3.096576729767921847e+02,3.071162234819245214e+02,3.046330389139678800e+02,3.022262647777766347e+02,2.998780465329735989e+02,2.975993473372021185e+02,2.949929162023458389e+02,2.925414862864306542e+02,2.899037699310490552e+02,2.868687161690625089e+02,2.840178199854061063e+02,2.797373409779667099e+02,1.921680770410866046e+02,1.921838621662690230e+02,1.923635839669843222e+02,1.925372453991855366e+02,1.927051466605596772e+02,1.928675684788570379e+02,1.930247736640320397e+02,1.931770085142777873e+02,1.933245040917414883e+02,1.934674773817949358e+02,1.936061323480790861e+02,1.937406608940834758e+02,1.938712437407878895e+02,1.939980512287885404e+02,1.941212440523753173e+02,1.942409739322131088e+02,1.943573842325251348e+02,1.944706105280450288e+02,1.945807811254541093e+02,1.946880175435001661e+02,1.947924349555703998e+02,1.948941425981120119e+02,1.949932441478711098e+02,1.950898380708126467e+02,1.951840179450653920e+02
nan,nan,nan,nan,nan,3.393538439526222419e+02,3.358359031318975099e+02,3.324982358539994607e+02,3.293055663432093638e+02,3.262260643760617427e+02,3.232972000618873381e+02,3.205080075976039780e+02,3.178413394052208218e+02,3.152931733957083793e+02,3.127522156366495096e+02,3.102825079175649421e+02,3.078892190290696362e+02,3.055561240965419074e+02,3.032978329522765080e+02,3.007749735907457875e+02,2.983942011902921649e+02,2.958388196326751540e+02,2.929554773882679228e+02,2.902244729024455410e+02,2.861958838366035138e+02,1.929357828835186695e+02,1.929425573032318653e+02,1.931134625090754753e+02,1.932785154751502716e+02,1.934380089873545785e+02,1.935922167143835679e+02,1.937413947388478448e+02,1.938857829437926910e+02,1.940256062702790416e+02,1.941610758597864788e+02,1.942923900935532515e+02,1.944197355395202749e+02,1.945432878163211967e+02,1.946632123826645966e+02,1.947796652595020817e+02,1.948927936915740986e+02,1.950027367541711385e+02,1.951096259103229329e+02,1.952135855230854986e+02,1.953147333270763113e+02,1.954131808629889235e+02,1.955090338784432049e+02,1.956023926981092131e+02,1.956933525659315478e+02,1.957820039617740520e+02
nan,nan,nan,nan,nan,3.430399751698555519e+02,3.394592887232614657e+02,3.360601198746865634e+02,3.328139315764579464e+02,3.296952453829082970e+02,3.267264973567970969e+02,3.238969145953391262e+02,3.211917586916431446e+02,3.186057155340867553e+02,3.160473995426012834e+02,3.135674885121143234e+02,3.111653616287089790e+02,3.088260328042996434e+02,3.065634842463389873e+02,3.040708112953439581e+02,3.017125152450234964e+02,2.991839626231194984e+02,2.963539083835876227e+02,2.936581863354957704e+02,2.896979255434002312e+02,1.933128609897254364e+02,1.933138242804752451e+02,1.934791669565014445e+02,1.936388023022918503e+02,1.937930178167382280e+02,1.939420821277454934e+02,1.940862465095155187e+02,1.942257462561309751e+02,1.943608019270353111e+02,1.944916204781092119e+02,1.946183962904029841e+02,1.947413121071401463e+02,1.948605398883875921e+02,1.949762415916946736e+02,1.950885698860539037e+02,1.951976688057394540e+02,1.953036743498256556e+02,1.954067150325657281e+02,1.955069123892732250e+02,1.956043814418275133e+02,1.956992311275103020e+02,1.957915646945054959e+02,1.958814800669800320e+02,1.959690701825506380e+02,1.960544233044402347e+02
nan,nan,nan,nan,nan,3.446774502126521611e+02,3.410545651509474965e+02,3.376146968126567458e+02,3.343323945978438019e+02,3.311850050426683651e+02,3.281878598085457384e+02,3.253302475121149087e+02,3.225985300454924527e+02,3.199867459282378945e+02,3.174122037018609603e+02,3.149194848297929639e+02,3.125054175046922182e+02,3.101555135440870572e+02,3.078833814693064141e+02,3.053948118975994817e+02,3.030375321569100606e+02,3.005104439838449366e+02,2.976905504130112945e+02,2.949974178712955677e+02,2.910437457305837370e+02,1.934393983339510896e+02,1.934379450031354111e+02,1.936010123815818531e+02,1.937584388731803813e+02,1.939105093842682948e+02,1.940574900744812226e+02,1.941996298671298575e+02,1.943371618162978507e+02,1.944703043462307051e+02,1.945992623766918541e+02,1.947242283463215529e+02,1.948453831445919775e+02,1.949628969617331791e+02,1.950769300649128581e+02,1.951876335080040121e+02,1.952951497814799779e+02,1.953996134082230469e+02,1.955011514904112175e+02,1.955998842121126984e+02,1.956959253016952971e+02,1.957893824577465409e+02,1.958803577418242980e+02,1.959689479409461796e+02,1.960552449026116903e+02,1.961393358446522086e+02
