,xnagb,xnage,xnagh,pi_ctrl,xnagd,xnagf,xnagg,pi_forc,xmzke,xmzkg,xmzkh,LGM_forc,xmzkb,xmzkc
0,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.0964512707765266,0.19262724231822403
1,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09652069689764176,0.19262724231822403
2,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09659012301881376,0.19262724231822403
3,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09665954913998576,0.19262724231822403
4,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09672897526115776,0.19262724231822403
5,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09679840138227291,0.19262724231822403
6,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09686782750344491,0.19262724231822403
7,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09693725362461691,0.19262724231822403
8,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09700667974578892,0.19262724231822403
9,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09707610586690407,0.19262724231822403
10,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09714553198807607,0.19262724231822403
11,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09721495810924807,0.19262724231822403
12,0.03181545270876995,-0.10032128051409472,,-0.03425291390277607,0.12764809352449902,-0.18276397629972507,-0.04427727858143271,-0.03313105378651926,0.011267124392986716,-0.07821371268272514,-0.12700167496944914,-0.06464942108715377,0.09728438423042007,0.19262724231822403
13,0.015075369014311946,-0.1164317802140431,,-0.050678205599979265,0.11416083397756438,-0.1712782407244049,-0.04212992191230569,-0.03308244288729156,0.006182132937908591,-0.08464954407054393,-0.12142168680770737,-0.06662969931420548,0.10253909655551752,0.20267817488456785
