,xnagb,xnage,xnagh,xnagd,xnagf,xnagg,xmzke,xmzkg,xmzkh,xmzkb,xmzkc,pi_ctrl,pi_forc,LGM_forc
0,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
1,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
2,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
3,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
4,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
5,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
6,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
7,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
8,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
9,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
10,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
11,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
12,15.139183918635053,14.968523979187006,,15.283887306849167,14.932325363159189,15.104805469512948,9.57209181785583,9.552522579828901,9.518265763918556,8.442865133285512,10.155790726343783,15.053853948911032,15.107006046507102,9.547626720534431
